アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
monojet510,2020-06-04 16:25:34,'「ヤマダウェブコム」でPayPayオンライン決済が利用可能に！ - PayPay株式会社 https://t.co/672n8myY6C,0,0,ja,日本,'【ガジェット系】全集中ブログの呼吸！超雑記BLOGの店長です！【MONOJET510公式】,109,False,519,502,2018-03-01 10:46:12
ameewei_tax,2020-06-04 16:25:23,'公共料金と固定資産税がLINEpayやpaypayで支払えるようになった！？,7,0,ja,憧れのギャラドス,'税理士/簿財消相法/読書、洋楽、classic、jazz、西洋美術、映画(洋画)、哲学、ドラム、旅行、バイク/税金以外のこともつぶやきます,472,False,435,3624,2016-02-27 16:05:03
monojet510,2020-06-04 16:25:05,'パソコン（PC）通販の「ドスパラ」でPayPayオンライン決済が利用可能に！ - PayPay株式会社 https://t.co/X29pMvRZ3J,0,0,ja,日本,'【ガジェット系】全集中ブログの呼吸！超雑記BLOGの店長です！【MONOJET510公式】,109,False,519,502,2018-03-01 10:46:12
doraharuka,2020-06-04 16:24:49,'13柏倉ペイ！ 14石井ペイ！  二人合わせてPayPay！しかも元アスフレ＼(^^)／,6,0,ja,三河こねずまるのはこ,'ドラえもん（大山ドラ、ドラズ）、うさまる(きいろまる)、こねずみ、こてつくん大好きです！バスケ(新潟→渋谷、三河。もちろん地元にも？でも一番は🦍？あとは雑多？)もぼちぼちと。QMA復帰しました。,1826,False,3419,116262,2010-04-26 14:24:07
iPhoneMania_jp,2020-06-04 16:24:46,'PayPayの1000％還元キャンペーン、7月はセブンイレブンで実施 #iPhone #アプリ #キャンペーン #モバイル決済 https://t.co/M7nKiUF1f0,11,4,ja,Japan Tokyo,'iPhoneなどApple製品の最新情報を配信するニュースサイト「iPhone Mania」の公式アカウントです。  主に記事公開時のツイート投稿ですが、イベント開催時や新製品発売時なはリアルタイムツイートを行います。  DMやリプライは原則対応できませんので、お問い合わせはサイトよりお願いいたします。,12223,False,166,26365,2013-08-11 06:39:59
6543usi2,2020-06-04 16:24:07,'日本語オカシイヤロ。てかなんでゆうちょ銀行からPayPayに飛ぶ。 ＃詐欺メール ＃今流行りのやつや！ https://t.co/TpKHHqSGog,0,0,ja,,'tamaです。かごｍｍっま、kny 趣味を見つけたい！！,12,False,85,293,2019-07-16 08:08:24
kawaiikotorisan,2020-06-04 16:24:04,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/lgS2cFL0Mw,0,0,ja,九州,'☻2012年8/14に女子インコ・パール（6歳11ヶ月）2012年12/17に男子インコ・ポコ（7歳3ヶ月）が虹の橋へ旅立ちました。2013年3月に男子オカメのマル、女子セキセイのルウ、2014年12月に女子セキセイのカンを迎えました！2017年12/31にルウ（4歳9ヶ月）は虹の橋に旅立ちました。,1124,False,993,7550,2010-01-27 12:23:39
kanda_umauma,2020-06-04 16:23:57,'コロナ渦の営業。 ご予約のお電話全く入らない😭 ご来店、ご予約お待ちしております。  ご予約は　0332518511 #ホルモン #焼肉  #神田 #秋葉原  #スタミナ  ⁠ ⁠⁠#paypay #自粛解除　#ビール,4,3,ja,神田須田町2-12,'神田須田町ガード下 ホルモン焼肉「うまうま」です。 国産牛専門店で、希少部位多数ご用意しております。,1020,False,1227,24735,2010-06-19 07:24:10
ngtyk,2020-06-04 16:23:50,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/gJNTETwPiv,0,0,ja,東京,'にゃんことゲームとおしごとと。変なコですがなかよくしてください(о´∀`о)♡ 令和1年11月1日、1111の日に第一子娘出産！育児垢のみなさまよろしくおねがいします！ #2019nov_baby,1842,False,512,42776,2008-10-02 01:34:07
6qubpn68vzg1e,2020-06-04 16:23:40,'高額バイト 個人融資 多重債務 PayPay 風俗夜職 ✝️✝️✝️✝️✝️  副業に興味ある人にオススメ✌️  LINE登録しておけば、 定期的に副業情報を【無料で】 送ってくれるサービスです☘️✨  ❇初月10万円以上目指せる案件多数⭐️  参加希望の方は QRコードでLINE追加⏬ https://t.co/qsvv6Y2qAE,0,0,ja,,'ちょっとした時間でできる副業あります⭐️スマホ操作1日30分程度だけでいいのでかなりオススメです☺️詳しい内容はTweetで確認して下さい💷,3,False,0,47,2020-05-29 13:26:23
assun85241,2020-06-04 16:23:19,'お財布を忘れましたが、PASMOもPayPayもLINE Payもあるので全く問題ないです。キャッシュレス。,5,0,ja,東京,'モデルや女優など。岐阜の郡上出身、現東京住み。心理カウンセラーの勉強中！【CM】KFCシェアBOXドライブスルー編。2018年ミス・アース埼玉大会準グランプリミス・エアー。お仕事の依頼はDM✉️にてお願いします！最近の趣味→落語/寺社仏閣巡り/世界遺産 note→ https://t.co/SoRLKySthN,384,False,288,2727,2017-06-28 02:26:29
verysnownight,2020-06-04 16:23:07,'PayPayなんか突然使えんくなったんだが？,0,0,ja,,'新しいことを始める時間が欲しい,8,False,10,424,2020-04-10 09:33:56
EMillefeuille,2020-06-04 16:22:55,'Dlsiteにも対応したので、えち作品ポチポチポチィ‼️ありがとうPayPay #PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10。文字数。  https://t.co/fRXDJlEYhE,0,0,ja,,'この度は当アカウントをご覧いただき誠に誠にありがとうございます。主にPS4(バトオペ2 )で遊んでる。よろしくお願いします。仮想通貨で生活してぇ。女声取得してぇ。相場はフラクタル構造(^^)/,1635,False,1042,16580,2013-08-21 12:14:54
mojaruru,2020-06-04 16:22:21,'／ ソフトバンクへ乗り換えるなら今がお🉐 「おとくケータイ」キャッシュバックキャンペーン🔥 ＼  ✅#iPhone / #Androidスマホ ⇒2⃣万円CB！ ✅#ガラケー ⇒1⃣万円CB！  🉐paypayボーナス1⃣万円分プレゼント！  ⚠ドコモ・au・格安スマホ各社からのMNP限定  🔻詳細は下記で🔻 https://t.co/yi3TKZlhlp,0,0,ja,埼玉県,'元某ケータイショップ店員📱 ガジェオタです😁,3246,False,2954,39425,2010-12-14 09:23:35
ogtm100___o,2020-06-04 16:21:59,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/huv3l7i2Vt,0,0,ja,,'２歳児のママ👦🏻💗コウノトリさんきてくれた🕊♡ 懸賞メイン🍀 コスメ(イエベ春)💄｜美容🌼｜ディズニー🌈｜お菓子🍭｜海外もの🇺🇸｜etc. 無言フォロー🔄大歓迎🙌🏻 子育ての合間にちまちまやってます👶🏻 サイト登録系、LINE登録系、副業は興味なしです🙅‍♀️ #まるの幸せ当選報告 ♡,1401,False,2237,5583,2020-01-07 07:37:05
yamurakazutosi,2020-06-04 16:21:41,'いつの間にか 購入していた玩具店でもキャッシュレス決済出来るようになってた！  ……気付かなかったよ…… PayPayをどうにゅうするんだな～というのは知っていたけど！,3,0,ja,日本・大分県外れ市田舎町端っこ村,'片田舎に生息。主にゲームやアニメやマンガ、自分の日常を呟いています。現在進めているゲーム→アリス・ギア・アイギス。天華百剣ｰ斬ｰ。ハマっている漫画や小説→現在、主にオーバーロード（アニメから入り書籍版を読んでます）。他、ハクメイとミコチ、氷菓、クマとたぬき、宇崎ちゃんは遊びたい！など,252,False,589,54910,2010-05-15 17:50:41
terurumiyoshi,2020-06-04 16:21:19,'【Information】3 当店でも #PayPay #auPay で決済可能です！ もちろんアプリの導入から使い方までご説明します！ ぜひ当店へお立ち寄りください。 #テルル #川越 #埼玉 https://t.co/4Or9oNvUir,0,0,ja,埼玉県入間郡三芳町,'アクロスプラザ三芳の２階にある最強ケータイショップ、テルル三芳店です♪最新機種、スマートフォン多数ご用意しております☆店頭に無い商品もお取り寄せいたします☆当店オリジナルのお得なキャンペーンも実施中！！アクロスプラザ三芳にお越しの際は、ぜひお立寄り下さいませ!!,4666,False,5175,37648,2010-02-25 04:07:06
tddmjt3xX9LKFvk,2020-06-04 16:20:24,'あんまりにも暑いのでクーラーつけたら溶けたw ペット クールマット ひんやりマット 冷却ジェルシート 犬 猫 熱中症・暑さ対策  アマゾン無料商品贈与   レビュー募集中 返金方法：全額PayPal/paypay/での返金（ギフト券で返金可能です）+500円報酬 ご興味がありましたら、お気楽にご連絡ください。 https://t.co/xWanIFwTjB,3,1,ja,,'アマゾン無料商品贈与 ガラスフイルム（報酬1000円） ペットキャリーリュック  レビュー募集中      よろしくお願い致します！ ありがとうございます。ペット商品も無料配分中ですので、ご興味がありましたら、お気楽にご連絡ください。,203,False,890,83,2020-04-08 09:02:11
GabaPay,2020-06-04 16:20:24,'マイナポイント予約出来たんですけど決済サービス検索からPayPayとかLINE Payが引っかからないんですよね…ミスならいいけど登録取り消しだったらどうしようかな…,1,0,ja,,'プリペイド未成年あと2年でデビプリ未成年,30,False,77,203,2020-03-31 23:10:49
mm_mc_t,2020-06-04 16:20:21,'@marie_bomber 100円ショップて基本現金だよ多分！ダイソーはPayPayならいけるけど👏🏻,0,0,ja,,'ライブ と お酒 と バスケ •͙͡•ʔ ༘* ༘*,223,False,251,9248,2012-01-30 02:56:21
burukuma_com,2020-06-04 16:19:58,'yahooショッピング2020年6月のキャンペーンカレンダー https://t.co/Rshl5Qyo1B #新型コロナウイルス  で #自粛 が続きます。 #マスク #ハンドソープ など キャンペーンで 購入しましょう！  PayPay貰える日に🤪 #ホットケーキミックス #たこ焼き粉 来月も🐤 #東京 #東京コロナ #東京28人,1,0,ja,,'ネットビジネス5年目😀 不労所得は年250万円程度。 本業は医療機関勤務。 年収1000万円を目指してます！ 良かったらフォローしてください😊 ブロガーさん歓迎😀 まだまだ勉強の身です。色んなサイト訪問したいし、ツイートも勉強させていただきたいです。 勿論フォローさせていただきます😁 切磋琢磨しましょう☺,404,False,205,4067,2015-02-27 23:57:53
yuinya_poko,2020-06-04 16:19:14,'PayPayもLINE Payも知らない年上キャ○嬢に一から教えるのめちゃだるい,0,0,ja,日本,'RT非表示推奨…💐都内に住むアラサー主婦💍美容/結婚/副業/懸賞好き/ライフハック/初マタ/マタニティアカウント🤰,45,False,592,1489,2017-11-23 14:36:08
vanira_1217,2020-06-04 16:18:39,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/QcZoUX3AHB,1,0,ja,日本,'関西在住一児の母👧身長、声低めのポンコツ主婦🙋‍♀️ 懸賞、FF7、ネイル、斎藤工さんが好き💕苦手なお料理を載せて自分に喝を入れてます😂,892,False,1632,17165,2016-02-06 01:06:16
BCN_Plus_R,2020-06-04 16:18:26,'ソニー銀行、d払い・PayPay・メルペイ・LINE Payと連携、口座からチャージ可能に https://t.co/7qvEjA8CBF #BCN #決済 #キャッシュレス  https://t.co/7qvEjA8CBF,0,0,ja,東京都千代田区,'「家電流通の市況を読む」をコンセプトに立ち上げた専門サイトです。実売データ「BCNランキング」をもとにした市場分析や、メーカートップのインタビュー、などを公開中。販売の現場で働く人を応援します。https://t.co/U7JgjJf7Tw,411,False,20,20230,2016-03-07 06:00:24
nzOli_sk8,2020-06-04 16:18:25,'日本のキャッシュレス決済調べてるけど、改悪ばっかやな´д` ;  Kyash作ろうと思ってたけど発行に900円かかる PayPayは今年4月から還元率0.5%  使うなら楽天ペイかLINE Payかなあ,0,0,ja,,'10月〜NZワーホリ🇳🇿英語勉強中。スノーボード、SK8、登山、釣りが好き。,48,False,67,179,2019-02-03 12:38:59
ik_kuwa,2020-06-04 16:17:35,"'@hulu めんどい。というか @Apple の自動パスワードは・・・ドメインは把握されてるな。状況証拠的に。並べると a8,Apple,AmazonJP,crowdworks,EveOnline,Google,Hulu,Japannetbank,myjre,mercari,moneyforward,mufg,nexon,nintendo,paypay,ponta(point .recruit), sony, sundrag, workflowy な？",0,0,ja,"Hanyu-shi, Saitama, Japan",'ゲームでさえ俺に勝ててない連中が俺に指図するなよ。 #Japan 嫌いだからさ、国外脱出するの助けてくれよ。,596,False,29,104472,2009-07-17 00:56:40
tk_tkes2,2020-06-04 16:17:27,'❄️☃あお☃️❄️🐱🎀(@rgo2_c )さんの企画にて、paypayをいただきました！ メンションとDMに来ていただいて、とても嬉しいかったです！ ありがとうございます😊 大切に使わせていただきます！   #あおちゃんのじっせき https://t.co/m2zgjSw4zC,3,1,ja,,'とくとく🐐(@tk_tkes)が凍結したため、こちらの垢で活動中,169,False,866,10192,2020-01-06 09:02:21
ganmenf,2020-06-04 16:17:16,'PayPayの1000%還元で億り人になろうかな,1,0,ja,,'#KeepThatShitGoing #WeGoHard,1389,False,1008,42805,2015-12-16 04:17:20
beibu101,2020-06-04 16:16:57,'サウンドハウスのpaypayキャンペーンでIKのモニター買うって決めてんだ…,4,0,ja,名古屋,'ギター弾きます。フュージョンが好きです。Guthrie Govan.Allen Hinds.Chuck Loeb.菰口雄矢さん.増崎孝司さん.あさきさん.田中秀和さん.Jimmy Wecklさん.Lamp.鈴木咲さんが好きです。Xotic-24F,817,False,808,27170,2011-09-01 14:24:35
Mebi_67,2020-06-04 16:16:43,'PayPayのCM見るたびに毎回5秒息止まってるよ,0,0,ja,語彙力がログアウトしました,'固ツイ読んでね/20↓/d!(ciよりの箱)/未入会/受験生のため低浮上/刺繍/コミュ障/ツイ消し魔/自由気ままにsky/ リプ、DM返信遅れます うるさい人だけど許しましょう,33,False,27,338,2020-01-13 07:27:32
tessy11,2020-06-04 16:16:30,'PayPayボーナス運用久しぶりに見てみたら高パフォーマンスを上げていた。 https://t.co/W96Xqcnpzf,17,0,ja,,"'経営者・投資家/XTech Ventures代表パートナー/LayerX取締役/ワンダープラネット社外取締役/fund portfolio cluster,Sparty,サブスクライフ,モノカブ,東京,トリコ,ヌーラボ,HUPRO,GIG etc./投資希望DMへ/https://t.co/9MVAVM3SeU",14037,False,589,9170,2009-04-12 07:10:47
koryorimiura,2020-06-04 16:16:22,'皆さんこんにちは🖐  本日もづいあーな登米市です☀️  大変長らくお待たせいたしましたが本日からやっと【paypay】が使えるようになりました💦  あっ、ホッピーも冷えてますよ🍻  昨日完売の【生鰹】もビシッと入荷して本日も御来店お待ちしております🙇 https://t.co/162Ydu0Lyq,47,8,ja,宮城県登米市迫町佐沼字上舟丁24-4,'登米市迫町佐沼の飲食街の外れにある田舎の小さな小料理屋です🏮   旬でお得な情報や登米市の情報たまにオススメ音楽などを勝手に呟きます。   OPEN 17:00   CLOSE 23:00   L.O 22:30   TEL 0220-22-4935   定休日 日曜日（但し第一日曜日&月曜が祝日の際は営業）,763,False,729,5423,2016-11-03 21:51:43
CROWDIER,2020-06-04 16:15:29,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/0pniNM2uXx,0,0,ja,,'健康が一番。今年も歩こう！,43,False,102,3999,2010-03-20 09:26:15
nene41324,2020-06-04 16:15:05,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/0DZ6G0EN3c,0,0,ja,,'日々楽しく笑って過ごしたい！,62,False,1243,6206,2010-11-14 05:29:45
rinpay8008,2020-06-04 16:14:57,'LINE Pay VISAが強すぎてPayPayくんはさようならの予感😇,1,0,ja,,'ポイ活💐 #TLを花でいっぱいにしよう #ハナノヒ → 少しずつ活動再開。主にご飯を載せます⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀⠀⠀⠀⠀ ⠀ ⠀ ⠀ ⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⚠️業者勧誘はブロック⚠️,82,False,193,10623,2019-06-06 02:51:08
Mizu20020615,2020-06-04 16:14:56,'実際、現金よりもPayPayとかの方がお金減ってる感覚が少ないから使っちゃうって分かっててもトマラナイ,0,0,ja,,'【アイコン】@rere_remoned【CoD】・レジェンド【パズドラ】👑50《Mizu@四天王》rank1006 音楽してぇー,218,False,324,1946,2019-05-10 08:04:39
The_Rukia,2020-06-04 16:14:18,'【#換金 代行】  ～換金可能サイト～ ・ラクマ ・ゲームトレード ・RMTclub  ～支払い方法～ ・カード類（iTunes/アマギフ等） ・振込 ・LINEpay ・PayPay等  早急な売上金の現金化におすすめ。 手数料別の7～8割での換金になります（額により増額可）3,0,0,ja,支払い方法①ラクマ②Vプリカ③アマギフ④LINEpayなど。,'モンストのオーブ垢を販売しています。 #SDK実績 フォロ爆のご依頼は@follow_zenonまで。お取引した方をフォローしています(ラクマの実績は下記URL参照)ーーーーーーーーーーーーーーーーー追加料金にて共存キャラのご指定も可能です https://t.co/UZ7crjcvSV,552,False,67,30184,2017-09-30 03:32:10
ma_kashan,2020-06-04 16:14:17,'paypayで支援いただき、モンスター購入させて頂きました！ ありがとうございます🥰 332211カシュッ←？？？  p.s. これ打ってる自分キモ…死にたいってなりました。 https://t.co/XLpA8eLdVE,3,0,ja,,'♔柊㌠♔【@yu_hiiragi1129】L⃣I⃣K⃣E⃣ﾊﾞﾝﾄﾞ&ｱｲﾄﾞﾙ,1724,False,300,119242,2012-07-14 22:55:13
Hato_bbbird,2020-06-04 16:13:45,'本当にPayPay使えるのがマジで疑心暗鬼過ぎて笑ってる,0,0,ja,玉を当てれば敵はしぬ,'ﾎﾟｯﾎﾟｰ！ﾎﾟｯﾎﾟﾎﾟｯﾎﾟﾎﾟﾎﾟﾎﾞﾎﾟｯﾎﾟｰ！(apexとR6SとVALORANTをたのしく遊んでいるハトのアカウントです),100,False,120,1040,2020-03-05 15:53:05
telurugyouda,2020-06-04 16:13:19,'お得にお買い物をしませんか？ 当店では、様々なキャッシュレス決済に 対応しております!!  お気軽にお立寄り下さい＾＾ #テルル #キャッシュレス #paypay #aupay #Linepay #テルル https://t.co/NwLsLZVZn4,0,0,ja,埼玉県行田市旭町13-35,'テルルランド行田店 TEL048-577-5356 テルル最大規模のお店です!! 大型モニタとくつろぎスペースで待ち時間も快適です。皆様のご来店お待ちしております☆ ★営業時間★ 平日 AM11:00～PM8:00 土日祝 AM11:00～PM8:00,1375,False,1375,48694,2014-04-26 09:52:13
xkoime,2020-06-04 16:12:56,'pinterestとPaypayほんま見分けつかんときある https://t.co/5H9Zi4F46r,2,0,ja,ナカダナ,'チャリティープロゲーマーチームネオ家所属,74,False,474,4392,2020-03-26 11:06:20
etuad__,2020-06-04 16:12:54,'ネット通販における PayPay 決済の問題点は、金額変更が複数行われる事を想定していない点。例えば贈答品・ギフトを扱う店舗の場合、個数変更は当然の様にある。,0,0,ja,山形県山形市 / 山形県西置賜郡小国町,'★お陰様で7周年★etuad（エチュード）は、山形県山形市を拠点にホームページ制作・ドローン空撮事業を中心に活動するフリーランスです。カラーミーショップ取次店 / 楽天市場 / Yahoo!ショッピング / DJI INSPIRE2 / DJI スペシャリスト / 無人航空従事者試験1級 / 第三級陸上特殊無線技師,131,False,317,261,2016-05-01 06:56:25
GWb_Enchantress,2020-06-04 16:12:25,'久しく起動して無かったpaypayに2千円位残高あったのを見つけたので今日のお昼は心無しかより美味しかった。  サイゼだからpaypayは使えへんかったけどな。,3,0,ja,セラの聖域,'mtgレガシー、モダン、パウパー KONAMI音ゲ、30代になりました。レガシー:エンチャントレス、マイティクイン、BUGフェアリー／ モダン:5C降霊術、BWエルドラージ、UBＬＯ、ブリッジヴァイン、緑単 ／ 音ゲ寺、ポ、ノスタルジア、ダンエボ、ギタドラ。1クレで汗だくになる。おかざえもん。,149,False,245,3509,2017-04-18 07:19:51
harada_se,2020-06-04 16:12:25,'【実はこんなに】わたしの獲得PayPayボーナス!!   35万払って5万が返ってきてる。 還元率14%  これを聞いて「35万払ってるじゃん」  という人はヤバいと思うのだが、案外多い。  現金をPayPayに変えたら無駄遣いすると思ってるのは何故だろうか？  #PayPay #PayPayボーナス #ありがとうPayPay https://t.co/8VNOY2ZwtY,0,0,ja,佐賀県鳥栖市,'「野と人で遊んで仕事を創るヒト」【スポーツオンラインサロン「スポフク」リリース！（https://t.co/jePK87IRc1）】NPOで社会教育に従事→家族中心の働き方を目指し転職→副業で起業→会社退職・独立→初月収入8万→2ヶ月で会社員時代同額,372,False,273,4286,2018-01-28 07:43:22
itometty,2020-06-04 16:12:09,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/merZEv47R4,0,0,ja,,',62,False,1204,4572,2010-08-30 04:39:28
201612,2020-06-04 16:11:59,'@D_1869 PayPayつかってる？,0,0,ja,,'フォロバ100。相互フォロー！,195,False,408,70342,2018-05-25 16:40:37
201612,2020-06-04 16:11:59,'@mn_gilbert PayPayつかってる？,0,0,ja,,'フォロバ100。相互フォロー！,195,False,408,70342,2018-05-25 16:40:37
201612,2020-06-04 16:11:59,'@apple_chan_bot PayPayつかってる？,1,0,ja,,'フォロバ100。相互フォロー！,195,False,408,70342,2018-05-25 16:40:37
201612,2020-06-04 16:11:58,'@201612 PayPayつかってる？,0,0,ja,,'フォロバ100。相互フォロー！,195,False,408,70342,2018-05-25 16:40:37
sasaiyatonda,2020-06-04 16:11:35,'【笹井屋からのお知らせ】 笹井屋ではＶＩＳＡ・ＭａｓｔｅｒＣａｒｄ等、各種クレジットカードをご利用いただけますが、Paypayやaupayのスマホ決済、ICOCAなどのキャシュレス決済にも対応いたしました。,0,0,ja,大阪府高槻市富田町３－７－２,"'大阪高槻は富田にある""おみやげ処 笹井屋”です。地元富田に今も残る二軒の酒蔵の地酒、笹井屋オリジナルの富田酒酒まんじゅうを中心に取り扱っております。また、観光ボランティアガイドへの申込用紙を設置しておりますのでお気軽にお立ち寄り下さい。",972,False,1005,22808,2017-06-25 09:44:53
76x3vvglLn8fa6i,2020-06-04 16:10:17,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/GY1qcWv0vs,0,0,ja,東京都 品川区 五反田,'6月1日から五反田店に配属になりました❗  #激安風俗 #五反田エリア激安風俗 #激安デリヘル #女性高収入求人,469,False,372,1413,2017-12-31 15:42:19
nocokin_toki,2020-06-04 16:09:35,'コンビニでご飯買おうとレジに行った時に財布忘れたのに気づいて焦ったPayPayいれといてよかったってはじめて感じたわ,0,0,ja,SW-3508 1027 5223,',178,False,263,18693,2016-09-08 02:42:09
poitannet,2020-06-04 16:08:47,'コスモファーマグループ、スマホ決済サービスの「PayPay」と「メルペイ」を導入 - https://t.co/lc0v0eRiFu,1,1,ja,東京都中央区,'ポイントやマイル、電子マネーを最大限利用するためのポータルサイト。失効しそうなポイントや使っていないポイントを他のポイントプログラムに交換するルートを検索。ポイントやマイルの有効期限を自動で管理。口コミ掲示板も。,1912,False,13,10488,2009-11-13 06:27:45
Fyokobakari,2020-06-04 16:08:06,'#PayPayボーナス が簡単にGETできる #QuickPoint ご好評につき『PayPayボーナス1万円相当がアタル！』キャンペーン第2弾開催🤩 応募期間は5/21～6/10、毎週応募で最大当選確率『3倍』に✨今すぐ応募しよう！💨  https://t.co/Nc4cWd3Hoj,0,0,ja,,'周りにいきものファンがいないのでイベントや集まりでたくさんの方と会って話して距離を縮めていきたいです！気軽にDM、お誘いおねがいします！※17歳です。 2015.5/16武道館 2018.4/3 豊洲PIT 4/18神奈川県民ホール 8/27NHK 9年前からいきものがかり好きでいきクラ歴4年,215,False,368,1310,2019-10-31 22:18:05
itk_ba,2020-06-04 16:07:56,'paypayジャンボあたんねえかなあ,1,0,ja,,'https://t.co/3GUsArbxQ1,772,False,742,8694,2013-10-06 15:37:53
Farnilla_Chan,2020-06-04 16:07:17,'PayPay残高で買ったらいいんやんな？ 残高ねーわ,0,0,ja,O阪府,'ミリP（美也桃子P）&シャニP（霧子冬優子P）ロードラを忘れられない民。グラブルは隠居準備中。RTはR18多め。うるさかったらリム推奨,12,False,59,34807,2017-09-11 15:50:49
_123101,2020-06-04 16:07:11,'通話調教もできるから、ちんちん弄られたいマゾはDMこい？💞 特殊性癖にも対応したいから特殊性癖の奴もこい？ PayPayな ＃M男　＃M女　＃S女　＃貢ぎ奴隷　＃貢ぎマゾ　＃射精管理　＃女王様　＃ご主人様　＃ペット募集中　＃DM調教 ＃グループ調教,2,0,ja,,'貢ぎ奴隷募集中、DMこい / DM調教＝チャット調教＝通話調教→カップル調教→奴隷→専属奴隷 →(程高額) / PayPay又はAmazonギフト券 / どんな性癖でも対応、初めてのマゾも可,45,False,43,102,2020-05-31 14:37:27
nodaizin,2020-06-04 16:07:10,'／ ソフトバンクへ乗り換えるなら今がお🉐 「おとくケータイ」キャッシュバックキャンペーン🔥 ＼  ✅#iPhone / #Androidスマホ ⇒2⃣万円CB！ ✅#ガラケー ⇒1⃣万円CB！  🉐paypayボーナス1⃣万円分プレゼント！  ⚠ドコモ・au・格安スマホ各社からのMNP限定  🔻詳細は下記で🔻 https://t.co/NbJgwoykXz,0,0,ja,,'誠実と即動力がモットー まだまだやるぞ～,2912,False,2779,38056,2011-12-09 07:49:26
terurukasukabe,2020-06-04 16:07:07,'お得にお買い物をしませんか？ 1  当店では、様々なキャッシュレス決済に 対応しております!!  お気軽にお立寄り下さい＾＾ #テルル #キャッシュレス #paypay #aupay #Linepay https://t.co/dkbNinmi3L,0,0,ja,埼玉県春日部市中央1-18-2,'営業時間 11:00~20:00（土日祝10:00~20:00） 電話番号 048-760-2828 アクセス 春日部駅から徒歩8分（駐車場もあります） 取扱いキャリア【docomo】【au】【SoftBank】【UQmobile】【Ymobile】【LINEMOBILE】【端末のみ単品販売も可】,3449,False,2778,22951,2010-02-25 06:49:28
Yrgp3Hide,2020-06-04 16:06:58,'03-3792-0891 お電話でご予約、時間指定でお待たせ致しません。1時間程余裕を頂ければ助かります。テイクアウトは現金、PayPayのみでお願い致します。 #学大テイクアウト　#テイクアウト　#鷹番　#養老乃瀧　  #養老乃瀧学芸大学　#目黒区　#東横線　#お弁当　#ぶり　#ぶりしゃぶしゃぶ #おつまみ https://t.co/g22447rAMK,3,2,ja,東京都目黒区鷹番2-19-23サンビームプラザ2F,'東横線学芸大学駅 毎日新鮮なお魚達がお待ちしてます。毎週月曜日.火曜日はハイカラの日 角ハイボールと唐揚げがお得‼︎,307,False,176,5191,2012-10-13 12:44:25
