アカウント,作成日,ツイート,良いね数,リツイート数,言語,場所,アカウントの説明,フォロワー数,認証の有無,フォローしている数,ツイート数,アカウント作成日
kkkkkkkknockout,2020-04-07 13:17:14,この期に及んでデジタル通貨じゃないのか…（笑）PayPayと組んだら一瞬で終わるのにね！https://t.co/gqXzJHscPc,0,0,ja,都内,都内40代、会社経営。旅行好きで、国内外飛び回ってます。美味しいお店が大好き。そして、内緒ですが変態。股下2m。,64,False,237,2121,2014-03-01 08:54:12
nayami_tentyou,2020-04-07 13:16:28,キャッシュレス推進してるんやったら、PayPayと提携してデジタルキャッシュで30万配ったらいいんちゃうん？？そうすることで嫌でも国民のみんなはキャッシュレス使うことになるし、お店もキャッシュレスにせざるを得ないと思う。,3,1,ja,ゆうしゃのブログはこちら→,"ストレスフリーで""自分時間を生きる""方法を発信中📡古き悪しき会社に違和感→1年で100万円貯めて退職→「悩みに寄り添う事業」をつくるため活動｜25歳｜ゆるミニマリスト｜毎日30分ランニング🏃‍♂️ ｜投資💵(ETF、インデックス) ｜キャッシュレス推進派💰",167,False,50,1101,2019-01-06 11:37:13
k___metabo,2020-04-07 13:16:25,PayPay、Apple Watchでも表示できるから、iPhoneすら出さなくて良くなるな。QUICPayとPayPayだけでほとんどいけそう。,5,0,ja,,Just Fat,2395,False,464,158734,2010-06-08 01:58:08
D_an_O,2020-04-07 13:16:09,@zinsama1105 なんと今ならスマホのTカード出すと80ポイント付与！PayPay使うと20%還元！ｲﾔｰｵﾄｸﾃﾞｽﾈｰ,0,0,ja,ICほまでり様,グラブル専用垢(2018.7、開始) オリヴィエちゃん至高推し【10天3解】咲夜が走るのは戦場ばかりでないと知れ……🤔初脱法【2019.07.10】障翳の白クマ団団長(˘ω˘)水樹奈々様、坂本真綾様は神(˘ω˘)アイコン(@omu3retu)様から無断転載等は✕,185,False,187,17787,2018-08-24 19:59:53
katsuzoshika,2020-04-07 13:15:49,🍀大安の今日🏪ファミマで買い物してPayPay払いしたら「777」円だった、、、だけのこと。 https://t.co/k9Yttmp58z,0,0,ja,鹿島な茨城縁起の良い駅,"🦌鹿島アントラーズ好きすぎる
🐁2020年は健斗ユニ
🍀欅坂46渡辺梨加推し
🎤今年はライブ行きたい
🐕とにかく茨城が好きすぎる",244,False,233,15098,2011-11-18 05:57:20
3a8a6a,2020-04-07 13:15:46,春夫のブロマイドほし〜〜と思ったけどしばらくキャッシュレス生活してたから財布にお金が無い……PayPay対応してたりしないかな,0,0,ja,ねむいな,きょむきょむのきょむ,26,False,74,11122,2016-11-23 13:13:30
abth595,2020-04-07 13:15:45,松屋でPayPay使ったら25%バックだった,0,0,ja,TOKYO,"I'm graphic designer. My faves:art,design,black music,club music,rock,heavy metal,fashion,motor sports,outdoor,photography. Beloved car:abarth595 competizione.",128,False,303,14185,2015-10-17 13:54:19
muginoueko,2020-04-07 13:15:31,公共料金paypayで払えるの楽すぎて最強やん,0,0,ja,,これは私の懸賞垢。,30,False,77,260,2020-03-16 09:52:03
Teruto_kun_,2020-04-07 13:15:01,@tos【出】金鉱石100個【出】旅行券100枚【求】各1000円大口割引あります☆実績多数!!支払い方法▶︎ファミマ払い/paypay送金メルカリ､ギフト券は画像をご覧ください｡お気軽にdmお願いします❄️#あつ森交換 #あつまれどうぶつの森  #あつ森 #どうぶつの森 https://t.co/AdWoShJhqJ,0,0,ja,,あつまれどうぶつの森の宣伝屋さん🍏 本垢提示可能です👌 #Ask_実績,1,False,2,134,2018-09-13 12:13:39
yoshiki7111,2020-04-07 13:14:19,4月のコード決済キャンペーンは、依然として3キャリア陣営の「PayPay」「d払い」「au PAY」が中心だが、新型コロナウイルスの感染拡大によって、街中での決済 ...リンク：https://t.co/rF2IEnGAwOタ　グ：,0,0,ja,,,11751,False,3,460817,2017-06-19 13:30:12
THETENMANIAX,2020-04-07 13:14:18,@nankamunashiina それ知らんで昨日PayPayするの忘れてた😢,0,0,ja,,"☕️😘😇
コーヒーグラインダーヲタク🙄
コマンダンテ💯💯💯💯",182,False,138,77082,2014-02-04 04:54:55
yamasa222,2020-04-07 13:14:11,松屋で初ゴロチキ！PayPayでさらにうまうまー https://t.co/8J4ddvW6BK,6,0,ja,,ダム好きデザイナー。 ポイ活、副業をダブルワークサロンで勉強中！  こっそりフォローすみません、仲良くしてください　ω・`）チラ,203,False,417,825,2016-12-31 19:37:39
q5si7FcKJRBmf31,2020-04-07 13:13:55,！当選報告！LOHACO LUCKY BOX くじで、ぺPayPayボーナスライト ￥10当たりました😺LOHACOさん、ありがとうございます！#当選報告#LOHACO#paypayボーナス https://t.co/xaCksjqHzH,0,0,ja,,"懸賞・食べ物・コスメ
当選報告とかしたいな",4,False,110,205,2020-03-07 08:26:13
sumigv,2020-04-07 13:13:03,食費が管理できなくて家計が終はる未來が視えてきたのでMoneyForwardの情報修正をまめにする樣にした（ところでPayPay連携できないのマ？）,1,0,ja,икебукуро,a phallophile⚣. icon/header は依頼/頂戴したスズリ君。,358,False,2759,126655,2016-07-31 07:16:14
__cHap4no2o,2020-04-07 13:12:57,【実はこんなに】わたしの獲得PayPayボーナス!! #PayPay #PayPayボーナス #ありがとうPayPay https://t.co/DUAxpq5IK1,0,0,ja,,織田奈那ちゃんヲタクの亡霊,28,False,40,7507,2017-10-19 03:55:16
nIKq9lpGv52SObY,2020-04-07 13:12:25,paypayで25%OFF750円✨食べまくるぜ‼️ https://t.co/ua203pERkX,15,4,ja,,"インスタ始めました。
【史上最強を目指す】
今日も最高の１日にします✨
毎日、最高のテンションで生きます😄
悩むのは無駄。考えて、即行動する",292,False,687,29,2020-04-02 11:41:22
winwin88,2020-04-07 13:11:48,外出自粛で使い道に悩む #PayPay の飲食店20％還元…狙いはテイクアウト＆デリバリー！ (BCN＋R) - LINE NEWS #linenews https://t.co/1HrsA1GYcj,0,0,ja,足立区,鷹党◢ ￨⁴⁶αアンバサダー・魅せる写心眼🍬感動共有フォロバ9%ログイン3日以内厳選✨FF鉄拳🎮 #乃木坂 道 #TWICE 🌈旅 #絶景 #インピアル α7III/α7s🌃GM大三元: #snapmart PIXTAクリエイター https://t.co/BIvezKYkL6,90619,False,8206,273084,2009-06-25 16:21:41
mtt1fensan,2020-04-07 13:11:43,楽天ペイでポイント使い切ったし楽天でショッピングも全然してないので、本日からPayPayへ移行してみる💸ヤフーカードを作るべきか...。,1,0,ja,愛知県,のんびり趣味垢です🧸フォロバします💭 あつ森 / スプラトゥーン / ポケモン盾 / Trine / ApexLegends / PUBG / CoD:WZ / 赤石S鯖(赤鯖出身) / PRS P24 / BL3FW / Canon EOS 6D 📸 Discordはじめました,22,False,102,44,2018-09-05 15:24:35
machecache_,2020-04-07 13:11:43,フィルム買おうとしたらpaypayの残高足りなくて「ｱｯまた後で来ますｱｯ」ってなったの今週一恥ずかしいな,4,0,ja,富士山のふもと,171H6🐜📷☕ 人付き合いが苦手な陽キャ。何かあったとき用→@machecache__,1356,False,907,75659,2018-10-09 03:02:47
417_tea,2020-04-07 13:11:39,本日もお休みです。4/9までのお休み予定ですが、緊急事態宣言の様子も見つつ4月いっぱいは休業予定も考えております。。。BASEやPayPayにてドリンクチケットや紅茶(ティーバッグ)を販売しております🙇‍♀️https://t.co/1g1zpLXeQX(BASEでないWebショップも作成予定ですが、しばらくお待ちください) https://t.co/Q5o2Wscoz5,3,0,ja,大阪市浪速区日本橋4-13-15 日本橋商店会内,おいしい紅茶あります🍎大阪🍎紅茶専門店☕️レンタルや貸切🆗不定休⏰営業時間固定ツイートより【満席時ﾂｲｰﾄ発信⏩ #ﾖｲﾅ席状況 】 #紅茶屋417TEA #ﾖｲﾅｷｮｳﾒﾆｭ #ﾖｲﾅ予定 #林檎班 ｺﾛﾅ対策の為4/9までお休み,2255,False,1588,4052,2018-06-26 02:58:09
k_aoyd0,2020-04-07 13:11:35,PayPayを使うことを覚えたげんごろ,1,0,ja,冬木市らへん,アイコンはサンジタ。 ドラクエ10と剣とあつ森まったりプレイ中。風花雪月も進めたい…。ラグアス王子万歳。萌えcan用(@aoyd02) 伝えたいことはリプで言ってね 節操なしだよ,315,False,562,331962,2010-09-11 11:44:08
pippi07_28,2020-04-07 13:11:22,@kanan3432 @official_paypay コンディションですかね？🙄,2,0,ja,丹沢の麓,酒と食事とゲームとアニメ…なんでも楽しい事が大好き😘RTかなり多め!!無言フォロー許してね😉(町民&青き民),541,False,837,53834,2016-06-19 04:41:49
bonbon_dream917,2020-04-07 13:11:07,PayPayのCMでおかゆがいてびっくりした、、🥺💖💖あれはお父さんも安心するわ🥺🤦‍♀️,0,0,ja,「〇、〇〇〇、〇〇〇〇！！」©👑,大和くんのナメクジにはお塩かけないもんっっ🧂💖,34,False,38,270,2020-02-04 14:18:47
OCR_bot,2020-04-07 13:11:05,商願2020-29798🇬PayPayくじ,0,0,ja,,テスト中です。 詳細: https://t.co/r80EeSqGAa 運営者: @jz5,719,False,2,199001,2017-11-30 18:36:28
nattou_neba24,2020-04-07 13:10:49,@koo69485248 僕のことおすすめアプリは【PayPay】です‼️‼️これのおかげで、家の近くのコンビニには財布持っていかなくて良くなりました🔥,2,0,ja,納豆王国,SNSコンサル｜22 ｜高卒→会社員→残業月80h→現状に不満を感じる→【脱サラ】→フリーランス ｜ 趣味：筋トレ・ダイエット ｜ 目標：海外移住｜ 予算、スキルなしでも、『 Twitterで稼ぐ 』までの過程を公開 ｜ 【脱サラアドバイス】✖︎【人を魅了する運用術】発信中 ｜ 毎日納豆健康生活やってます😘💕,709,False,304,4433,2020-02-29 15:20:33
poor_riman,2020-04-07 13:10:35,なか卯のチーズ親子丼くっそ美味い😋今ならPayPay還元もあるし最強だわ😋,0,0,ja,日本武道館,HR系営業推進/株運用/無言フォロー失礼します/ベーシスト/lynch./椎名林檎/東京事変,27,False,304,1204,2018-10-08 10:03:17
egisvon,2020-04-07 13:10:28,給付金はPayPayにチャージしてくれたらええんやで。,1,0,ja,,本と映画と酒があれば大丈夫。  あと犬とバイクとおもちゃの鉄砲。,61,False,100,1617,2019-01-12 23:12:26
lilva_tamaki,2020-04-07 13:10:23,時々、唇を前歯の内側に入れて勢いよく「っぺいぺい」って唐突にPayPayの鳴き真似したくなります,6,1,ja,JIL PLANET,【Lil na Valley】(@lilnavalley)の、煽りショートカット👶🏻。赤ちゃんだったり犬だったり🐶2020年3月19日にデビュー！各音楽配信サイトにて『Heavy Mental』配信中🎧予約→https://t.co/hP8K0Npswm ⚠️ DM等は事務所が管理しております⚠️#リルヴァ,224,False,57,585,2018-09-18 07:13:02
hyErbkglg2c8chN,2020-04-07 13:10:05,この間、もっちょ氏からいただいたLINE PAYで初めてのお買い物‼️PayPayと変わらんですね、便利そして今日もトイレットペーパー購入できませんでした(´；Д；`),1,0,ja,,よろずに何でも好きな努力家だよーん。着物👘着る、映画、美術館、フリマ、イベント、本当に色々好き過ぎる変人だと思われる。,44,False,91,2841,2019-10-05 17:06:44
yui1maria3313,2020-04-07 13:10:04,ああ、自分の馬鹿さ加減に嫌気がさしてくる···なんであん時PayPayに5000円入金しちゃったん？2000円にしとけば、電話とまらんのに···いや、すっげぇ疲れてて、それなのに日用品の買い出しとか、マジで大変だよ。どこも人が何故かいるし。払えたら払っとるわ(怒)どうせオレは世の中にいない方が,0,0,ja,東京 青梅市,"正義の通らない運営に馬鹿馬鹿しくなったので冬眠します。
刀剣とかだけは浮上するかも基本もう見ない不快だから。
・ねこ一期とは
水色金目のアイルー（笑）
薬研特製またたびが好き。
・CP
富傭、
いちつる、まぁ鶴はどっちでもいい。
へし鶴、燭薬、一薬、等々
双子の姉妹ねこと暮らしている。
・物書き。",300,False,2174,60794,2017-12-05 02:51:08
suzu803,2020-04-07 13:09:43,MUFGあたりapplecard/applepayと親和性ないかと考えたが、あそこはauじぶん銀行やってるからauPay推しなのでNG.楽天銀行も楽天Payだし、三井住友もPayWave.ソフトバンクはPayPay/LinePay.セゾンはOrigamiコケたし、オリコあたりだと収益率きつそう。,0,0,ja,,#時代扮装 #着物男子 #江戸 #coolJapan #忍者 #激辛道虎の穴 #blade_c #ユニゾンリーグ #相互フォロー #iOS #chromecast #148neo 聞き専アミーゴ #ナイセン団 #小説を聞こう,7187,False,7096,42725,2010-05-22 01:20:35
zinsama1105,2020-04-07 13:09:32,PayPay初めて使ったけど還元率の良さに感動して泣いてる( ˙꒳​˙  ) https://t.co/7xExaZUYdu,11,1,ja,,"グラブル/デレステ/プリコネ  統/極/4賢(戦車・愚者・力・正義)
シュヴァ剣にヒヒイロ突っ込んだ光民です
クラリスが推しです
グラブル好きな方はどうぞいらっしゃいませです
全属性英雄チャレンジ中(闇・光・風制覇)
日常やグラブル関連、趣味的(ギャンブルとか)なものや歌ってみた動画をつぶやきます！ (隠れLiSAっ子",1249,False,1330,38668,2016-09-19 12:02:19
Teruto_kun_,2020-04-07 13:08:59,@tos【出】金鉱石100個【出】旅行券100枚【求】各1000円大口割引あります☆実績多数!!支払い方法▶︎ファミマ払い/paypay送金メルカリ､ギフト券は画像をご覧ください｡お気軽にdmお願いします❄️#あつ森交換 #あつまれどうぶつの森  #あつ森 #どうぶつの森 https://t.co/58w7rtJAmJ,0,0,ja,,あつまれどうぶつの森の宣伝屋さん🍏 本垢提示可能です👌 #Ask_実績,1,False,2,134,2018-09-13 12:13:39
yoshiokaNP,2020-04-07 13:08:22,@hana_65534 テイクアウトとPayPayのダブルです^_^,1,0,ja,,今日からイラスト専用の垢にします、、、。全く専用になってない😁,955,False,718,43404,2015-11-29 14:36:19
nankamunashiina,2020-04-07 13:07:58,吉牛並，テイクアウトpaypay払いにすると260円程度になる上にモバイルTカード80p付くのか．キャンペーン終わるまで何度かお世話になろう😅,2,1,ja,,2014映画ランキング 1位.アクト・オブ・キリング 2位.ガーディアンズ・オブ・ギャラクシー 3位.ウルフ・オブ・ウォールストリート 最下位.魔女の宅急便(実写),476,False,454,43098,2009-12-29 07:50:19
bqNXmv3Z5hTETp2,2020-04-07 13:07:40,開幕戦６月以降みんなで乗り切るしかないpaypayドームに行きたい、応援したい気持ちはためておこう👍,0,0,ja,,,71,False,2,100,2015-02-15 15:34:37
otorihikii5,2020-04-07 13:07:32,QuickPointに新規登録するとPayPayボーナスがGETできる10連スクラッチをもらえるよ！今なら友達招待から登録で4枚！無料登録はこちら⬇︎から♪ https://t.co/pu9uyaxjrv,0,0,ja,日本 千葉,ゆうちょ対応。取引成立後、個人情報提示後のお取消→キャンセル料90% 発送後の返金は不可です。送料梱包180〜 1番組最低送料込み¥600 郵送事故対応不可(+料金で追跡番号付き発送可能)。再生確認は2日以内厳守。いいね必読でお願い致します。番組は概ねジャニーズ部分に編集済です、ご了承下さい。お急ぎの方はご遠慮下さい。,2410,False,1360,78919,2013-10-04 18:41:02
unopotato255,2020-04-07 13:07:08,私もパン屋でバイトしてた時「paypayで」って言ったのにアプリを入れるところから始まり、設定時間かかってたから先に後ろの人お会計して、「できましたか？」って聞いたら「すみませんやっぱり現金で」って言われたことある。その人はいい人だったけど、ぜひアプリ入れてから来て欲しい😇 https://t.co/ZgcqSReyBM,3,0,ja,,神工D科 弓道部→文化服装学院 オートクチュール専攻/ 弓道弐段 ♡→AAA/Nissy/星野源/ドラマ・映画,864,False,1128,20817,2014-02-28 12:30:33
kowame1112,2020-04-07 13:06:59,取引方法はメルカリ、PayPayフリマ、PayPayなど色々使えます。,0,0,ja,,取引専用,6,False,5,25,2019-12-25 08:41:57
YUKINO_LAND,2020-04-07 13:06:48,宿題チェキ買うためにPayPay登録した！いつ届くかな！,1,0,ja,,,98,False,811,2110,2017-11-05 08:36:56
dekonyoru,2020-04-07 13:06:46,paypayのQRコード支払いなんて、払う段階になってアプリ立ち上げ→認証に手間取る→残高が足りずにチャージ→入力金額間違えて取り消し作業までが通常の流れだと思ってないとストレスで死んじゃうよ？,3,0,ja,,UEC19　x68　https://t.co/8M6AFhOoye…,338,False,339,10605,2016-04-17 06:12:04
hosinagarestar,2020-04-07 13:06:34,ズボラな性格のおかげでレシートとか取っといてあるからだいたいどの日になんのお店に行ったか分かるし(行動範囲狭いし) PayPayで支払ったぶんでは確実だし 毎朝休みの日でも検温してるし お薬手帳あるからどの日にどこの病院行ってどこで薬貰ったか分かるんだけど コロナとか何かあった時に役立つかな,0,0,ja,崖の上,"20代後半　
元介護職 現在軽作業
ＡＤＨＤ&そううつ　ダイエット芸人　
日本史好きが高じて小倉百人一首や鉄道擬人化にはまる
私にも存在理由ください
にゃんこを愛してる　
Amazon欲しいものリストhttps://t.co/IXyX2GWf63…",489,False,1191,25770,2013-03-24 07:30:53
ryemug1,2020-04-07 13:04:53,松のや初めて来たけどとんかつが固いな。まあ値段なりやね、まずくはないPayPay 20%還元してるの知らなくて交通系ICで払ってしまったのが悔やまれる,0,0,ja,,ただの趣味垢 / ニコニコ動画 / アニメ / Battlefield / アイドルマスターミリオンライブ！ / 少女☆歌劇レヴュースタァライト / 関西方言話者 / 兵庫摂津→岡山→東京多摩 / SE,304,False,513,29621,2015-03-25 15:29:02
aisamabitch,2020-04-07 13:04:30,こんにちは💕あまり浮上できなくてごめんね😣これからもあまり出来ないかもしれないので😣カカオ募集します😣限定で3名ぐらいかな🤔興味ある子おいで❤️条件は知ってるよね？💕paypayのみよ💕#M男 #貢ぎ奴隷募集 #貢ぎ奴隷,1,0,ja,Paypay:ai6600,男をいじめたい❤️ ケツふって寄っておいで❤️,70,False,0,31,2020-03-16 17:53:47
gami_max,2020-04-07 13:03:22,PayPayはマジで確実に使える状態にしてから、PayPayでお願いしますって言ってきて欲しい。その場でチャージとかアプリが無くなったとかマジで面倒臭い,0,0,ja,ゲーム画面の前,☀️🏹/😈🍭/💧👑信者。海未キチ。絵を描くゴリラ。腐/百合あり。めちゃくちゃ雑食。※愚痴多,201,False,294,25344,2014-01-18 04:51:38
ritsu1125,2020-04-07 13:03:00,撮影した映像資材で「殺人狂時代」映像版鋭意制作中です。YouTubeで分割配信（どなたでも見れます）全エピソード繋げた物理円盤は投げ銭をいただいた方に発送！円盤欲しい方、投げ銭はまだ間に合う！↓https://t.co/zLsIwXsuyD予約完了メールに銀行振込先・PayPay送金先が記載されています。 https://t.co/uPThhPGIe1 https://t.co/VGlzYEgVx6,1,1,ja,D.C.Inhighs 獣の仕業,"演劇をしまくる獣の仕業の魔法使い🧙‍♀️ 脚本, 演出, 俳優, 振付, メイクできます。お仕事DMまで。獣の仕業のお知らせ @kmn_chan_bot",813,False,512,34786,2010-03-04 03:57:13
kyopro_goldfish,2020-04-07 13:02:53,PayPay が PyPy に見えた,15,1,ja,,"高1 / AtCoder : hal_goldfish(茶) / Sublime text / C++ / 競技Longest Streak
雑多垢→@hal_goldfish",327,False,441,887,2020-03-09 03:07:32
yuchi0130,2020-04-07 13:02:25,ニコバーフォーマルデー、PayPayでお金払うから配信してくれって気持ち,0,0,ja,新宿,"平和主義で楽観的。ニコバー大好き。仕事大好き。料理好き。好きな顔の人が好き。欲望に忠実。コナン好き。
ドラマ好き。朝ドラも夜も。",918,False,1496,54698,2011-03-18 13:35:18
Teruto_kun_,2020-04-07 13:02:14,@tos【出】金鉱石100個【出】旅行券100枚【求】各1000円大口割引あります☆実績多数!!支払い方法▶︎ファミマ払い/paypay送金メルカリ､ギフト券は画像をご覧ください｡お気軽にdmお願いします❄️#あつ森交換 #あつまれどうぶつの森 #あつ森 #どうぶつの森 https://t.co/Mdp88PxOcQ,0,0,ja,,あつまれどうぶつの森の宣伝屋さん🍏 本垢提示可能です👌 #Ask_実績,1,False,2,134,2018-09-13 12:13:39
hkzn_ars_er,2020-04-07 13:01:58,支払いにPayPayとかメルペイとか使う人増えてきたけど支払い方法わかんない人多すぎていちいち操作教えなきゃいけないし 、説明してるのちゃんと聞きもしないで「わかんないからもう現金でいいよ」って怒られてなんでこっちが謝らなきゃいけないの〜〜？？？（ ˆᴗˆ ）,21,0,ja,池袋 ▶ 都留,国文 . 吹奏楽 Fg《 ♡ @matagiyaturu ♡ 》,1051,False,929,11104,2014-10-06 13:20:42
LuciallaWith_aq,2020-04-07 13:01:47,バイトでPayPayとかの使い方教えてくれって言ってくる客に対してはアプリ開くことができなかったり、面倒なこと言ってきたら、店員にはそこまでの能力はないって言ったり払えないって案内してる,0,0,ja,,自称ウィズッター。,878,False,604,31318,2014-10-27 14:29:42
0417Yoshiko,2020-04-07 13:01:40,@rogopiyo おもろー🤣🤣🤣とかいいつつ私、paypayとか使ったことないわ💦😅😅,1,0,ja,,"2019.4より、🏀岐阜SWOOPS垢として稼働したいので、鍵外します😉
よろしくお願いします🎵
無言フォロー、お許し下さい😅
これまで仲良くして下さった方も
引き続き、よろしくお願いします❤️

2006.9息子2010.2娘
毎日、悩んだり、笑ったり、怒ったり!?バタバタと毎日過ごしてます😆",350,False,254,38408,2012-05-03 06:54:16
Leiu_ginneko,2020-04-07 13:01:22,"I'm at 福岡PayPayドーム in 福岡市, 福岡県 https://t.co/J7keitw0x0",0,0,ja,埼玉飯能⇔福岡筑紫野,"社会人になってしまった。
ゲーム休止中C9,DDON,FF14
icon @sakura_danboardさん",274,False,307,48905,2010-09-09 11:19:01
OCR_bot,2020-04-07 13:01:07,商願2020-29796🇬PayPayジャンボ,0,0,ja,,テスト中です。 詳細: https://t.co/r80EeSqGAa 運営者: @jz5,719,False,2,199001,2017-11-30 18:36:28
stormcat24,2020-04-07 13:00:45,Suica/Kyash/PayPayで生きていきます,0,0,ja,Tokyo,CyberAgent/OpenSaaS Studio/Abema Towers Cleaning staff/Programmer/🐴/Yakiniku/Motorcycle Rider(Honda CB400SB)/Runner(Half 1:37'41 30km 2:17'58 Full 3:33'02),1471,False,200,55918,2009-10-12 11:16:28
fantastic2828,2020-04-07 13:00:34,この前「ここpaypay使えんの？」って威圧的に聞いてきたゴミクズに「使えますよ、ただ一応対応しているレジが決まってますので次回からご協力お願いしますね」ってしっかり説明したのに「はあ！？嘘つけ全部(のレジで)使えるいってたぞ！適当いうんじゃねえ！！おぎゃーうほうほ！うきー！」って→,10,2,ja,あんガル勢の声ネタドールオーナーダンスラマン,無言フォロー失礼します。超雑多垢なのでミュート等ご自由に。 ダンスラしたりにじさんじにハマったり喋ったり配信したりドール(梨愛(りあ)ちゃん)いじったり限界オタクしたり。アイコンぐみちゃん→@hosiumimechiko,1077,False,852,51870,2012-11-04 10:26:19
S4R1A,2020-04-07 13:00:34,#荒野行動アカウント買取 13#廃課金_金枠多数など高価買取 総実績700以上なので安心🗝️実績確認【https://t.co/y9BYJ023Lw】買取方法各種プリカ/銀行振り込み/Linepay/paypay#即日支払い💸#荒野行動#荒野行動垢買取#荒野行動買取https://t.co/uDdea1AzTe,0,0,ja,@doryaseria @ser1alcode,業者歴2年以上/本垢@doryaseria⠀⠀ ⠀ ⠀ ⠀⠀⠀⠀在庫一覧 #せりあ荒野在庫 ⠀ ⠀⠀ ⠀ ⠀⠀⠀⠀ ⠀ ⠀⠀🌸実績多数🌸#総実績700以上⠀⠀⠀⠀⠀⠀⠀⠀⠀ 🔔実績→【https://t.co/qdbWiicZH2…】,2435,False,28,910,2019-04-03 07:06:35
hotel_tokaiso,2020-04-07 13:00:25,【日帰り入浴情報・４月7日】本日も営業しております♪受付は17:00終了なのでお気を付け下さい！#日帰り入浴 #白子温泉 #白子町 #東海荘 #PayPay,0,0,ja,千葉県長生郡白子町中里4437-1,テニスで有名な千葉県白子町にある「ホテル東海荘」です。 テニスコートや日帰り温泉の情報をつぶやきます。 PayPay使えます！ TEL 0475-33-2061,32,False,4,114,2017-10-28 08:41:43
UsvnvM2taDlI3NM,2020-04-07 13:00:23,@tuoyoo2018 paypay当たりますように🤰,0,0,ja,,,10,False,31,218,2020-02-05 00:42:07
Kirisame_ST,2020-04-07 13:00:18,でもPayPay登録の金融機関登録自体の回りくどさも一因だと思うんですけど（情弱感）,0,0,ja,日本,アップルティーとサイダーが好きです。たまに頻繁に時々絵描いてたり、クッソ汚い動画作ってます。中の下みたいな知名度のゲームをよく好んだりします。格好いい娘をらいく。,91,False,430,9598,2012-04-28 12:52:32
paypay__vjy,2020-04-07 13:00:15,2回目 https://t.co/VhrbHXHu91,0,0,ja,paypayworld,🍒𝗪𝗲𝗹𝗰𝗼𝗺𝗲 𝘁𝗼 𝗠𝘆 𝗣𝗮𝘆𝗽𝗮𝘆 𝗪𝗼𝗿𝗹𝗱🍒,51,False,403,6655,2019-06-15 11:30:41
VSScizor,2020-04-07 12:59:46,もちろんPayPayだからわからない！でもお得なら使う！で使ってるご老人もいるだろうけどレジに小銭ばら蒔いたり財布渡したりして店員に必要な分とってっていってくるタイプの年寄りはいまだに居なくならないから、それだけじゃないかとは思う https://t.co/QHYEKcXx9z,0,1,ja,キキョウシティ　ショートランド泊地,"ケモノと艦これの上級者向けホモ　アイコンはカカヲ氏
ケモノとショタの人はフォロリクご自由に",594,False,1005,126578,2010-08-27 09:52:53
Z0zns5rDe5wXEaA,2020-04-07 12:59:17,誰か助けてくださいhttps://t.co/jw77VuzwaV https://t.co/VIqWfQ7xOy,0,0,ja,,PayPayに少しだけ分けていただける方居ませんか？ #助けて #死活問題 #お金貸して 食べ物ない,35,False,54,121,2020-01-25 01:26:43
yknyy_news,2020-04-07 12:58:59,PayPayのcmの父と娘編っての見て思ったんだけど、私だったら彼氏とカフェいるとこお父さんに目撃されてカフェ代振り込まれたらめっちゃ嫌w,0,0,ja,,"手越くんがすきです

https://t.co/qDXDNOo70F",28,False,1,4615,2018-12-23 13:13:23
mayuyv,2020-04-07 12:58:50,@naiosan PayPayありがとうございます😊大切に使わせて頂きます！料理は失敗しないと覚えないので沢山失敗して下さい笑このご時世ですのでお身体にはお気を付けて下さい。九州から応援してます🍺🍺,0,0,ja,,只の板前ゴリラです,199,False,199,22040,2012-02-29 22:19:48
satotallo,2020-04-07 12:58:48,ロピア4月でPayPay終了か,0,0,ja,,趣味垢。ADVが好きです,23,False,48,14444,2009-08-28 13:04:37
molith0806,2020-04-07 12:58:39,他の国はどうなのか知らないけど、日本は〇〇payの種類が多過ぎて訳がわからんってのも普及が遅れてる理由じゃないかなと思うココイチではPayPay使えなかったりとかするしねその点現金はどこの店でも統一規格だから煩わしさは無い,0,0,ja,風がそよぐ場所,まず座れ,959,False,752,53489,2015-06-15 00:10:19
ML_sapporo,2020-04-07 12:58:32,paypay入れておこうかね,0,0,ja,道央,音鉄・発車標・方向幕LED・bve(遊ぶ側)など趣味の幅狭し。FF外からの通知切 ※アイマス @Yakou_P,906,False,385,114901,2015-12-05 05:54:02
bershi3510,2020-04-07 12:58:30,しかしPayPay ドームって面白い名前だよな。ペイペイって,4,0,ja,新潟市,4月から社会人の🚹ラブライバーです！曜、梨子、真姫推し！推しカプはにこまき！ ※無言フォロー失礼します🙇‍♂️タメで全然ok!! 気軽に絡んでください！！#lovelive,510,False,570,747,2020-02-22 15:11:39
SBCare,2020-04-07 12:57:51,@ei25fkja 修理受付状況が確認できないため、明確なことはお伝えできないのですが、現在の「あんしん保証パック with AppleCare Services」で付与しているのはPayPayボーナスで、付与対象は先ほど案内したHPの内容ですのでご了承ください。(2/2),0,0,ja,東京/福岡,ソフトバンク公式のカスタマーサービスのアカウントです。ソフトバンク携帯電話・SoftBank 光などについてサポートさせていただきます。（土日祝やその前日のお問い合わせは、回答までにお時間いただく場合がございます。お急ぎの方はチャットサポートにて承ります。）Twitterを通してみなさまのお役に立てるようがんばります！,46127,False,13,642383,2010-05-19 04:40:54
