システムID,ジャンルID,ステータスID,感情ラベル,content
1157233,コンビニコピー機,461836826781560833,neutral,セブンのコピー機は便利だけど、札が入らない。ローソンのコピー機は札がはいるけど、そこまで便利でない。
1162286,シャープ,650086675331203072,neutral,"タにつけたか...
というかシャープはそんなことやってる場合じゃないだろ...(-｡-;
&gt;RT"
1157144,シャープ,649749101454626816,neutral,シャープとかの面白い風なツイートなんか鬱陶しいから今度見たらブロックしようと思ったけど、もうしてた。
1157147,シャープ,649749150242701312,neutral,"久しぶりに支部いってきた。

シャープさんとタニタさん面白すぎる。"
1157210,シャープ,649754075265785856,positive,SHARPのネタは毎度面白い
1157214,シャープ,649754312063606784,neutral,ねえww朝からシャープ含む公式勢が面白すぎるwww
1158381,シャープ,649812858406961154,neutral,シャープさんの芸人根性は見習うべきものがあるｗｗｗｗｗｗｗｗｗｗｗｗ
1157288,コンビニコピー機,461849097792528384,neutral,新刊コピーしにわざわざ遠くのコンビニにきたら前の職場の人に会ったときの絶望顔
1160701,コンビニコピー機,462566054682570752,neutral,コンビニのコピー機に原稿を忘れてくるというボンミスをしたようだ。。
1162334,シャープ,650101507161849856,neutral,最近シャープさんのおかげでTwitterが楽しい！
1163820,コンビニコピー機,463526637061939201,neutral,近くのコンビニで、日芸生がPDF化してない文書プリントできないの知らなくて慌てふためいてて笑った しかもそいつ徹夜でがんばったのにとか言ってて余計笑った
1157299,シャープ,649762899758415872,neutral,虚構新聞から始まった、シャープの「゜」事件？を今頃知って、公式の中の人たちのノリに (*´▽｀*) な顔になったw　ホント大好き、この中の人たち (∩´∀｀)∩ ＜ﾀﾞｲｽｷｰ
1159682,コンビニコピー機,462353506171510784,neutral,おはようございます。 地元駅前のコンビニでコピー(&gt;_&lt;)入り口付近にあって恥ずかしい
1159700,コンビニコピー機,462355830239551488,neutral,"まさかのコンビニコピー機がメンテだと…(ﾟДﾟ;)二件目は大丈夫だったよかった
ｽﾊﾟｺﾐしゅっぱーつ！！"
1159722,コンビニコピー機,462360912406392832,neutral,コピー本縮小うまくできなくてまたコンビニブロックされたからもう知らない！！！！涙
1155340,コンビニコピー機,461333787301785600,neutral,コンビニ行ったら、大量にコピーしている人がいてまいった。しばらく待っていても終わりそうにないので、両替のタイミングで1枚だけだから、と言ってスキャンさせてもらったけど、PDF化をコンビニに頼っていると、たまにこういうことあるのか。
1159825,シャープ,649877533542871040,negative,カーボンのメイン弱いみたいに言ったけど一確キルできるからシャープよりは強いと思うよ✋
1155885,シャープ,649613253098647552,neutral,シャープ広報にイチャモンつけてる人みたけど、あの方は広報とは何かを理解して居るのだろうか。広報と営業は違う。営業は客を逃したら負けだが、広報は目に留まれば勝ちなのだ。最善は良い注目をされること、次点は悪くても注目されること、最低限は目に留まること、負けとは目に留まらないこと。
1156411,コンビニコピー機,461636416212971520,neutral,"おはよーさんです。
気付いたら寝てて朝方飛び起き荷造りしてギリギリセーフ…かと思ったらチケット予約確認の為にPDFを印刷しろと。
コンビニ印刷しようとしたらデータが読み込まないと。
とりあえず時間無かったので飛び出してきたけど大丈夫だったかな。。。"
1158573,コンビニコピー機,462167678325501952,positive,なべさんのめまして通信をセブンでネットプリントしてきたけど、現地にいかないと貰えないものが手にはいるのは嬉しい
1163009,コンビニコピー機,463289937735868416,neutral,今日は切り絵のやつコンビニのコピー機(iPhoneから)で印刷したんだけどさ、使い方難しい過ぎwただ、最初から50円入ってたから前の人に感謝して使いましたとさ。
1157408,シャープ,649774153965301760,neutral,SHARPの゜問題にいろんな企業が絡んでてわろた
1159827,コンビニコピー機,462383060747444224,negative,結局コンビニでどーにかコピーしようと試みたけど、端っこ切れてあかんかった_(:3｣∠)_ もーコンビニコピーしない
1157395,コンビニコピー機,461871064973201408,neutral,あああ！まちがえた！保存形式！わあああ(家とコンビニのコピー機往復しまくってる
1164090,コンビニコピー機,463602086190403584,negative,コンビニのデジカメプリントって端切れるんですね…(悲しみ背負った顔
1156000,シャープ,649622009953935360,positive,シャープ公式面白すぎｗｗｗ
1158790,シャープ,649826236026372096,neutral,"これってブリヂストンの電子分流体を使って製品化するって言ってたやつじゃなかったっけ。&gt;RT

ブリヂストンは液晶パネルが進化して対抗出来ないから撤退するって言って止めちゃったけど、液晶のシャープが大コケしてるのを見ると市場から抜けたのは正解だったんですかねぇ。"
1156537,コンビニコピー機,461684585714044928,neutral,ファミマとローソン機械同じ  結局コンビニでは実寸なんてなかった。  ファミマでカラーコピーした。カード持ってくるの忘れたからこんなgdgd感
1162505,シャープ,650121764794556416,neutral,"NHK NEWS WEB 東芝 輝きを取り戻せるか  

社外取締役は各人が本業を持って居ると言う事だ
その社外取締役を増やしたら業績改善・回復が出来るのか??
何人とか形だけを付けてる感じ　もっと実効性のある改革を
会計監査もだが業績アップしなければシャープになるか??"
1163058,コンビニコピー機,463304108321947648,neutral,A4白黒ならネットプリントするより、メディアから印刷した方が安いのね。コンビニまで行くのはかわらんし、次からもそうしよう
1161011,シャープ,649954463852199936,neutral,"Google スライドのPDFはファミマなどのシャープ系のネットプリントでは真っ黒になってしまって印刷できないことがわかった。
2回ほど授業料を払う事にはなったが学べたｗ"
1164105,コンビニコピー機,463603967465771009,neutral,忘れてたというか、名刺のデザインは深夜に用意できたんだけど、朝コンビニでプリントしようとしたら、手差し印刷ができなくて四苦八苦してたらタイムオーバーになってしまって、結果名刺を諦めたんよね…ギリギリに作ろうとしたのがすべて悪い。次は早めに用意する！
1156066,シャープ,649633063677222912,neutral,虚構新聞さんとシャープさんのツイート見ながら夜中に1人で笑ってしまった。やっぱシャープさん好きだな。これからも愛用します。で、冷蔵庫でもエアコンでも洗濯機でもシャープさんたくさん売ったるZE!!!!だから空気清浄除湿機ちょうだいw
1155423,コンビニコピー機,461403667929636864,neutral,"ふんふふ〜んと いつものコンビニに向かってたら…まさかの…！
解体され…て…た((((；ﾟДﾟ))))
私が中学生の時からあったコンビニが……
仕方ないので別のコンビニ行ったら…印刷画面が下向きに出てくる所で驚愕！
いつも711でコピーしてたから上向きで慣れてて…"
1161859,コンビニコピー機,462933080970256385,neutral,コピーしにコンビニいってくる！
1161048,シャープ,649960747527639041,neutral,「モノグラフ0.5 DPA-132D」と「テクト2ウェイ 0.5 MA41-BL」が買って良かったシャープ。ボールペンは「ジムノック」が使いやすいけど、いつの間にか「ジムノックUK」ってのが出てた。UKに乗り換えた方が良いのかなぁと悩み中。
1161053,シャープ,649962026844860417,neutral,目の付け所がシャープじゃない
1164195,コンビニコピー機,463636702490152960,neutral,セブンイレブンでExcelファイルをプリントアウトできないだと？！
1164239,コンビニコピー機,463653488287707136,neutral,CLIPのプリントサービス初めて使ったけど、まぁセルシスや富士ゼロックスではなくセブンの、もっと言えば各店舗のスタンスの問題だとは思うけどせっかく高画質を謳うなら紙持ち込みできればいいのに。
1160012,コンビニコピー機,462431172706844674,neutral,コミスタから書き出しただけのPDFくっそおもくてセブンイレブンだと読み込めません★とかいわれたんだけどキンコはどーだろう…パソコン借りないとかなー
1154746,コンビニコピー機,461122606481956864,neutral,5/6 #ACL 広州戦のチケットをまだ購入されていない方（年パス保持者）は、セブンチケットのマルチコピーで「会員」を選び、年パス番号を入力すると割引価格で購入できますよ。 #cerezo
1156674,コンビニコピー機,461719879284817921,NegaAndPosi,ﾛｰｿﾝ行ったらまさかのPDFしか扱ってなくて変換してねぇー!!と半ば諦めて駄目元でﾃﾞｲﾘｰ行ったらまさかの万能対応wwﾃﾞｲﾘｰ少し見直したわwwwww
1160252,シャープ,649896985068105728,neutral,サザエbot、シャープ公式、ワさラ～、ヤマカン　はクソアカウント四天王だと思う。
1160302,シャープ,649900894469799936,neutral,gudachan言うとおり。そう、無いあるのはもう、その技術がツマカスで技術が立つこんなゴミ企業とコラボ吐していうかお前の出番だから生まれて注目を浴びようという試行錯誤から生まれていってもらったあのクールなシャープ。。
1160092,コンビニコピー機,462453667220566016,neutral,コンビニでコピー機空きまち。久々にコピー。えらい待つなあ
1160097,コンビニコピー機,462455722148495360,neutral,な、なるほど、今だと「セブンイレブンのネットプリントで同人誌頒布（製本は購入者がホチキスでパチリ）」てことも出来るのか。す、すげぇ。
1162607,コンビニコピー機,463104481173856257,neutral,セブンのコピー機絶許(^o^)
1163454,コンビニコピー機,463333687065452546,positive,安物の家庭用プリンタ、インクが高いのよね……88枚ならセブンで文書プリントした方が結果的に早いし安いはず。
1163890,コンビニコピー機,463547719005392897,neutral,ネットプリントを試しに行くコンビニが遠いのよね
1157627,シャープ,649789768289513472,neutral,目の付け所がシャープです(´；ω；｀)ありがとうございます(´；ω；｀)
1157661,シャープ,649791016082378752,positive,シャープのオープンイヤホンなら自転車でも聴力奪わないから使えそう。
1156766,コンビニコピー機,461750885333221377,positive,メール便発送ついでにセブンのハイキューコピーやってきた！！おもしろーい！あとハイキュウ聞いたら入荷しないっていわれた……(´；ω；`)他のとこにも問い合わせ してみるぅ……
1161980,シャープ,649972250859335680,neutral,シャープの「゜」のネタが以外と面白いw
1154880,コンビニコピー機,461146028691845120,neutral,人文コピーしにセブンまで行って来たがコピー機故障中で結局ミニップまで行って来たwこんな時間なのに無駄な体力使ったわーw
1162000,シャープ,649974121460174848,neutral,シャープ公式事件のオチで盛大に笑えたからぐっすり寝れる気がする
1160298,コンビニコピー機,462497970810654721,neutral,印刷なんか恥ずかしいから普段いかない(嫌いな店員がいる)セブンに行ったのに紙詰まり５回くらい起こして店員よばなきゃいけないし崩した小銭ほぼコピーで使っちゃうしマジでつらい。
1154892,コンビニコピー機,461148181812609024,positive,新曲の譜面がevernoteに毎日挙がるんだけど、その都度iPhoneからnetprintに転送してセブンイレブンでコピーしてる。もし毎度サイズ譜を自分で作ってるとしたらかなりの時間が掛かるけどこれにかなり助けられてる。ほんと便利になったなぁ…
1154922,コンビニコピー機,461154996063449089,neutral,コピー取りたかったけど、まさかコピー機無いコンビニがあるとは
1156916,コンビニコピー機,461788285375750145,neutral,住民基本台帳カードを持ってるので、コンビニのコピー機で証明書を取得しようと思ったがエラーが出て無理だった…調べたらコンビニ利用の別途申請をしないと駄目だそうで。ﾅﾝﾃｺｯﾀｲ
1159274,シャープ,649855137373011968,neutral,シャープ SH-05G AnTuTuのスコアをちゃんと見比べたら、二年前のクアッドコア端末にも余裕で負けてた。だって、二年前の端末は2.2GHzで動作してるけど、SH-05Gはせいぜい1.5GHz。勝てる要素が全くない。
1162836,コンビニコピー機,463216141754564608,neutral,わあああいろんなかたのネットプリントがあがってルーーーーー　 三└(┐卍^o^)卍　│セブン
1163716,コンビニコピー機,463502046960680960,neutral,お絵描き始めて即中断して、ちょっとセブンに設定画のコピーに行ってくる。いちいち本広げるのめんどくさいことに今更気づいたｗｗ
1144686,Rommba,552686941297057792,neutral,ルンバより SolveMe や Digit のほうが簡単だと思うなあ…
1146307,Rommba,552846304783519744,neutral,ルンバもどきが5時間充電して15分しか動かんポンコツになっちまった
1147414,Rommba,553080579881566209,neutral,チェックしておかないと、たまにルンバ太郎君は変な物を食べて気を失ってたり、椅子の間で行き倒れてたりするから、一応念のためにね。
1151049,Rommba,553759348489322497,neutral,在宅中にルンバ起動したら、私が一番の障害物あつかいされてしまって傷心。そして暖房切ってるから寒いのね。同居ってむずかしい(誤解が生まれる一文)
1152245,コンビニコピー機,460352706138238976,negative,ローソンの店員💢💢💢コピー機詰まったって言いに行ってしょうしょうお待ちくださいっつってから放置なんやけど💢💢💢💢帰ってこいや💢💢💢
1152248,シャープ,649587035959783426,neutral,シャープ公式の中の人かわいい←
1152252,シャープ,649587047485669376,neutral,東芝もシャープみたいに希望退職募集することになるのかな.. #wbs #tvtokyo
1152261,コンビニコピー機,460358313553580033,neutral,最近のコンビニ、コピー機ないんかい！
1153061,シャープ,649596742908809216,neutral,シャープおもしろ(笑)
1153067,シャープ,649596775406305280,neutral,シャープ楽しそうだなあ(笑)
1153074,シャープ,649596956482756608,neutral,シャープさんめ…和んじまったじゃないか
1144736,Rommba,552694935011328000,neutral,確かにTL上では「バグ」発言ばかりだったな。俺はルンバというか、業務用の床掃除機みたいだとは思った。
1152671,シャープ,649590890177110017,neutral,"虚構新聞が発信したシャープのプの◯売却した話の広がりがオモロイなぁ～
日産の◯とパインアメの◯はええ感じやん
各企業ノリええなぁ～"
1153090,シャープ,649597133272674304,negative,WBSでシャープのリストラのニュース観たところなのに、シャープの中の人は相変わらずでエエなぁ。
1141969,Rommba,552095899069857794,negative,俺はルンバにイヤホン3本引きちぎられたくらいでわめいていたがこれはひどい…
1144779,Rommba,552699612239106048,neutral,"燃料電池の持ち具合って年々進歩してるけど、まだまだ数年が限度なんだよね…エネファームとかルンバとか燃料電池車とか。
家に太陽光パネルをつけても売電出来なくなる以上は燃料電池がないと微妙だけど、費用対効果を考慮すると寿命の方が早いし、故障リスクも高いな。"
1149050,Rommba,553247765682073600,neutral,こっそりルンバ誘導するヘルベルト可愛すぎる こっそり自室に誘導したら自分が壊した家具の破片吸い込んで誤作動を起こしはじめ修理に出すはめになりわりと反省する
1151720,Rommba,553912368858529792,neutral,来世はルンバになりたい。
1153129,シャープ,649597549049806848,neutral,シャープの中の人はシャープが無くてもきっとやっていける。
1153518,Rommba,554289410070441984,neutral,"ルンバも3Vだったようだ
てか今気づいたがわんばくってC下がってんじゃんかおい"
1149175,Rommba,553328522320547840,neutral,ルンバには3Dジョイスティック機能が標準搭載されています()
1151167,Rommba,553780190355001344,neutral,先日コタツのコントローラーを操作し熱量をガンガンに上げたルンバ君ですが、今度はコタツのコンセントを抜くという新技を披露してくださいました
1152323,シャープ,649587454014451712,neutral,今日のSHARPさんのネタ大喜利面白かった！
1152326,シャープ,649587466677039104,neutral,#テレ東 #ＷＢＳ シャープは今回の早期退職者を１０月１日付けじゃなく９月３０日付け退職にしたんだね。会社都合なんだから、もう少し気を利かせろよ！と思わなくもないけど。う〜ん(~_~;)
1152739,Rommba,554113391145398272,neutral,RoombaくんにROIを介して一度でもプログラムを書き換えたら電源ボタンを押しても止まってはくれない
1151838,コンビニコピー機,460088549954420736,neutral,PDF作成完了　もういちどコンビニへ…
1151867,コンビニコピー機,460101828701483008,neutral,キンコ行った方が安いし確実なんだけど、セブンのゼロックス機のキレイさに感動してコピーなら絶対あいつがよい・・・って言うかキンコさんのコピー機のクオリティどうしてこうなった状態でもうほんと、コメのほん表紙は紙持参だから使ったけど、うーん・・・カラーはキレイなのかなあ？
1143293,Rommba,552415423548125184,neutral,"👽🍳🍵🎱🔊🔘🌚
どれかルンバで使えないかな？"
1147876,Rommba,553156857120829440,neutral,"空気清浄機を新調して一週間経つ。
ルンバのごみタンクも一週間ぶりに開けた。
そしたらいつも満杯になってるはずのタンクがすっからかんでやんの。
この空気清浄機すごいよ！ハウスダスト当社比８０％カットだよ！
しかし埃センサーは未だに『空気が汚い』を示している…"
1147926,Rommba,553161217972240384,neutral,"犬がやかましいのでルンバを動かして対抗させる。
→なぜかいきなり用を足そうとして、ルンバにビビってトイレから逃げ出す。
なんか大惨事になってる。"
1149343,Rommba,553390839787819008,neutral,"誰もいないはずの階下から

ｶﾞﾀｯ…ｺﾞﾄｯ…ｶﾞﾀｯ…

と音が聞こえてきて、すわ空き巣か強盗かと恐る恐る降りていったら機械の稼働音。ルンバかよこのやろう。"
1153246,コンビニコピー機,460606584742092802,neutral,ネットでは無料で読める良作が溢れているご時世、コンビニ行って番号ポチポチして２０円出してプリントして…という非常にメンドクサイ事をしなくてはいけません。でもやってみたかったのです( ´ ▽ `　商業では無理な内容、紙の物。不定期のんびり刊行ですがどうぞ宜しくお願いします～
1151562,シャープ,649582981959413761,neutral,"虚構新聞のフリに全力で乗っかったシャープは出来る子…！
しかしここに「さすが大阪企業！」と続けるべきか、「でも別に大阪がみんなこんな感じってわけではないよ！」と続けるべきかは悩むところw"
1151575,シャープ,649583071721721856,neutral,wbs 昨日シャープをやめましたってキッツイ内容だな
1149395,Rommba,553409556299018240,neutral,どうでもいいけどルンバ愛されてるな。
1149411,Rommba,553415007518474241,neutral,さっき社長が「セイジくん、結婚するんならコイツが良いで。金稼げとか言わんし、何も言わんだって掃除してくれるし、怒らへんし、かわいいし、理想の結婚相手やで」て言ってた、ルンバ抱えながら。
1150676,Rommba,553608072036249600,neutral,"同窓会の案内
｢ＤＪも用意してあります♡」
という文面を見た我の感想
3.
2.
1

「部屋に物が溢れて汚いよー掃除しなきゃ♡」と思ってルンバ買ってくるやつ並に意味わからん

お。わ。り"
1146974,Rommba,553022335863631872,neutral,S中佐がルンバのCMに出たと聞いて(銃声)
1146980,Rommba,553022454033965056,neutral,なぜかアルカ外でルンバの小売価格が急騰
1149503,Rommba,553455978855673856,neutral,"掃除中に先生が
「ルンバのほうが綺麗にしてくれるよ」
って言ってた(゜∀゜)"
1143407,Rommba,552449652218675200,neutral,掃除機に付いて来られてる＝抜け毛疑惑な三毛猫さんも可愛いしショック受けてるルンバも可愛い・・・秋田犬の顔はもう何も言うまい
1150913,Rommba,553731463531593728,neutral,ルンバのバッテリーが逝ってしまったため、お家のお掃除を誰もしてくれません(T_T)
1151449,コンビニコピー機,460057268596113409,neutral,"やっぱり今からコンビニに行ってノートと写真コピーしてこよ｡笑
車出すのめんどい(´-ω-｀)"
1152159,シャープ,649586555049259008,neutral,シャープの元社員が「シャープは優しすぎた」っていう台詞にじんとくる
1152960,コンビニコピー機,460444560548573184,neutral,明日セブンでコピーするなり
1142790,Rommba,552267321566179328,neutral,ルンバめんどくせぇ
1147257,Rommba,553043203570409472,neutral,ルンバさんに収納機能付いたらどんなに高くても買う
1150961,Rommba,553744631750352896,positive,ダイソンのコードレスハンドクリーナーでの掃除は楽だし全く苦痛にならないんだけどそれでもルンバみたいなのちょっとほしいな。毎日舞い落ちる毛を処理してくれるのは大きい。あと自家製ルンバ猫見たい。
1153394,コンビニコピー機,460670112740044800,positive,ﾌｫﾛ＆RTありがとう御座いますッ。セブンのネットプリントにお品書きをアップ、A3出せるのがありがたい行って来る
1153805,コンビニコピー機,460809924864270337,neutral,仲見世通りの終わる，浅草寺前の横通りを外に出たところにあるデイリーヤマザキが毎回便利。観光地でもコンビニ価格で買えるしATMあるし写真も印刷できるし。スーパー価格で食品買うなら吾妻橋のマイバスケットまで行く必要があるかなあ
1143564,Rommba,552466803910529027,neutral,ルンバさん可愛いいいいいい
1147288,Rommba,553046729050693632,positive,"お寺の本堂って掃除が大変そうだな、ルンバがあればはかどりそうだななんて思って""ルンバ＋寺""で検索した。すでに導入済みの寺多数。"
1149816,Rommba,553523460912054272,neutral,ルンバは段差を察知して落下を防ぐが、娘にはその機能がないのを忘れそうになる。 #2014apr_baby
1150991,コンビニコピー機,459934146991632384,neutral,CD自体は焼き終わったんすわ。うちのコピー機のインクがなくてコンビニに走ること以外は全く順調だったんすわ。つーかーれーたー。
1152214,シャープ,649586823774142466,neutral,W-ZERO3を見捨てたSHARPを絶対に〇さない
1152224,コンビニコピー機,460342446396690432,neutral,コンビニって確かＰＤＦかJPGじゃないと印刷できなかったような　あれセブンだっけ　前ペーパー作りたくてUSB差し込んだら画像表示されなくて焦ったのだけ覚えてる……
1152636,シャープ,649590268883156993,neutral,SHARPの中の人、やるな(-｡-;
1153048,シャープ,649596566320250880,neutral,シャープの公式ツイッターが面白い
1153427,コンビニコピー機,460687199764111360,neutral,今時のコンビニ証明写真って自分で切り貼りしないといけないんすか ( ﾟдﾟ )
1142974,Rommba,552335470974484483,neutral,とりあえずルンバに留守新居の週一掃除を任せる(_-ω-)_
1179441,Panasonic,691150057161121792,neutral,パナソニック3連覇おめでとうございます
1179498,Panasonic,691150070746476544,neutral,勝利の女神はパナソニックに微笑んだ
1182360,Panasonic,691151163933089792,neutral,"決勝ふるえたわー！！
見ごたえのあるいい試合だった！
パナソニックおめでとうございます☆"
1184691,Panasonic,691156465315229697,negative,東芝もパナソニックもラグビーしてる場合じゃないだろ。
1184718,Panasonic,691156537809641473,neutral,フォトセッションなのに爆発音に驚いてみんな振り返っちゃうパナの選手の皆さんww
1188561,シャープ,652692153190060032,neutral,キモすぎるのでついにSHARP公式をブロックしてしまった
1185990,シャープ,652482494604800000,neutral,エッチテーシーソクホーに書いてるけどDesire EYEのディスプレイパネルはみんな大好きSHARP LCDのみだよ💕💕
1179555,Panasonic,691150078287831040,neutral,"うわー
最後の最後なのに、、、

パナソニック優勝か(´・ω・`)
いい試合だった"
1179566,Panasonic,691150080154275840,neutral,"コンバージョン決まらず！！！
パナソ３連覇！！！
１点差の素晴らしいゲーム"
1179665,Panasonic,691150091583750144,neutral,パナソニックかあ*\(^o^)/*トップリーグ
1185060,Panasonic,691157732972322817,neutral,いぇーい    パナソニック勝ったー  お疲れ様でした😆
1187261,Panasonic,691180907907018752,neutral,久しぶりに　まったりしていました　でＴＶのラグビーを見ていてまったりさせてくれませんでした　パナソニックと東芝　後半戦の最後までハラハラ　一点差での勝利　勝った方も負けた方も　選手もコーチ陣も　男泣きに泣いていました　見ていてよかった！
1187302,Panasonic,691182016327356416,neutral,パナソニック優勝おめでとう!!田中さんの涙、忘れられません(T_T)ガッキー、怪我は大丈夫？本当に本当におめでとう!!
1188243,Panasonic,691197091876483072,positive,今年もPanasonic 強かったよな。。。 #ラグビートップリーグ
1179858,Panasonic,691150126484578304,neutral,最後は凄い試合になったな。パナソニックおめでとう。
1179880,Panasonic,691150128187445251,neutral,東芝vsパナソニックめっちゃいい試合やった！
1179907,Panasonic,691150132855738368,neutral,パナソニックが何とか優勝！しかし東芝の最後のトライは劇的。コンバージョン入ってたらすごかったけどこれは仕方ない
1179914,Panasonic,691150132901904384,neutral,パナソニック3連覇!!おめでとうございます。東芝惜しかった。 #トップリーグ #rugbyjp  #BSasahi
1182804,Panasonic,691151410239397888,neutral,"あぁ〜東芝！！！
面白い試合やった！
パナソニックおめでとう！"
1182814,Panasonic,691151426320355328,neutral,"決勝ヤバかった‼︎
一点差。

残り5秒からがすごかった！
Panasonic優勝。"
1182849,Panasonic,691151431575797760,neutral,"ガンバつながりで、パナソニック応援したけど
東芝のラストプレー　シビレたわ
地上波でやるべき
＃ラグビー・トップリーグ"
1185223,Panasonic,691158185541894144,neutral,"いやぁ〜
いい試合みた😭

パナソニックおめでと！！！！
ユニフォーム買おうかなww"
1187344,Panasonic,691182841489596416,neutral,パナもすげえなぁ
1187347,Panasonic,691182899492577281,neutral,パナソニックの田中選手の涙にうっときた。
1189003,Panasonic,691201785390698496,negative,Corel 社は各メーカーで説明があるよ！って書いてて、Panasonic見たら、インストール、アンインストールの説明しかない。そんなもん説明されなくともわかるわ。なんなの、喧嘩売ってるの。
1186037,シャープ,652486439712587777,neutral,シャープの機種問題、RTC以外にダメになりそうな要因が思いつかない。
1180066,Panasonic,691150162622697472,neutral,"ノーサイド！ラグビー最高！
両チームの選手みんな、ありがとう！
パナ27-26東芝
 #TopLeague #rugbyjp #rugby"
1180133,Panasonic,691150174157037568,neutral,パナも東芝もかっけー
1182859,Panasonic,691151438391566336,neutral,"フランソワステインキック外した

パナソニック優勝だ"
1182923,Panasonic,691151501520023552,neutral,"残り2分でパナソニック、ドロップゴール失敗。残り1分ドロップアウトをロングに蹴る東芝。残り数秒ターンオーバー。
時計見て～。プレイ選択間違ってるよ～。"
1182943,Panasonic,691151508155437058,positive,ラグビートップリーグLIXIL杯ファイナル、試合終了、パナソニック 27-26 東芝。パナソニック優勝！ いやーそれにしても東芝惜し過ぎる。最後のコンバージョンキック入ってたら優勝だったのに…。しかしパナ優勝も十二分に納得がいく。強かった。でもやっぱ東芝惜しいわ…。
1183032,Panasonic,691151599293460482,neutral,"やっぱりトップリーグテレビで見とるけどパナソニックは強いな😕
東芝はあと少しで勝てると思ったけどな〜感動した😂"
1185580,Panasonic,691159001774497793,neutral,"さすがの決勝戦。今年は東芝に勝たせてあげたかったけどなー。でもやっぱり強いなー、パナ。
#ジャパンラグビー
#トップリーグ
#LIXILカップ"
1187460,Panasonic,691185170032922624,positive,大好きな東芝と大好きなパナソニックの試合だったのでちょっと複雑な気持ちもあったけど、ほんとにいい試合をみせてもらえてやっぱり両チームとも好きだわーってなって幸せ(´ω`)
1187716,シャープ,652651397087756288,neutral,シャープ天才すぎて吹く
1180174,Panasonic,691150190187687936,neutral,"ラグビートップリーグ

パナソニック優勝！！"
1180180,Panasonic,691150190569328640,neutral,すげー試合だった！パナおめでとう(ΘェΘ)ノ☆#rugbyjp
1180187,Panasonic,691150194264526848,neutral,"そしてノーサイド。
パナソニック優勝おめでとう！
来週はパナソニックvs帝京だ。"
1183098,Panasonic,691151676053393408,neutral,"パナソニックvs東芝の決勝戦は27-26で終了。
最後の最後にドラマが待っていたが、ステインほどの名手でも勝利の神に見放されてしまうとは。
凄い試合だった。"
1183156,Panasonic,691151733762863105,neutral,ラグビーTL決勝、パナ２７ー２６東芝、終了。ホーンが鳴ってからのトライで東芝が１点差に迫ったが、コンバージョンが決まらず。満員の観客の前でいいゲームが展開された。ラグビー人気に加速がつくといいね！
1183181,Panasonic,691151738405949440,neutral,ラグビートップリーグ決勝 パナソニック27−26東芝 ノーサイド 40分を過ぎてホーンが鳴った後に東芝がトライを奪い1点差に迫るもコンバージョンは成功せず。パナソニックが何とか逃げ切ったけど、ワールドカップから始まった充実したラグビーシーズンを締めくくる名勝負でした。
1187559,Panasonic,691186997965160448,neutral,え。YouTubeのPanasonicのCMむっちゃいい。skipしなくて良かった😢ホッコリ
1189407,シャープ,652712689664299008,neutral,シャープさんが相手にしてくれんから凹むわぁ。。。
1189418,シャープ,652712849098174464,neutral,じょーじさんとSHARPさんの流行捉えて楽しんでる感じが好き &gt;RT
1180398,Panasonic,691150234244677633,neutral,"いや、すごい試合だった(T_T)
パナソニック、優勝おめでとう!
東芝も素晴らしいプレーをありがとう!"
1180504,Panasonic,691150266003947520,neutral,"キック外した！
パナソニック三連覇！
すごい試合だ

ラグビートップリーグ"
1183252,Panasonic,691151827685941248,neutral,パナソニックワイルドナイツ優勝おめでとうございますo(^o^)o
1185923,Panasonic,691160811469803520,neutral,"パナソニックと東芝の試合めちゃくちゃいい試合やったなー
最後のキック、ステインめっちゃショックやろなー"
1186002,Panasonic,691161209853202434,neutral,大方の予想通りパナソニックが優勝。とはいえ順当勝ちではなく、この僅差に持ち込んだ東芝の戦い振りが際立つ試合内容に大興奮！試合序盤でパナのディフェンスを崩したアタックが見事で、あれほど浮き足立ったパナは珍しい。帳尻を合わせるように立て直したパナもさすがで、いやはや眼福でした。
1188324,シャープ,652685311030353920,neutral,"ココロエンジンで家族の事を色々覚えて分かってくれる家電とか、何だか不思議。でも離れた家族とも近くなる。何だかステキだな。
#シャープ
#ceatec"
1188688,シャープ,652697733816451072,neutral,シャープさん！アニメ銀魂ﾟのように、最後に「ﾟ」をつけてくださってる！嬉しいなあ(*'▽'*)＞rt
1180747,Panasonic,691150325793710080,neutral,パナソニック　ワイルドナイツ　トップリーグ優勝！
1183340,Panasonic,691152007453741056,positive,"パナソニックと東芝の試合、物凄い試合・・・  震えるような結末やな！
こんな、試合をみせられるとな〜
競技、種目、関係なく引き込まれる‼️
  (*｀へ´*)"
1186106,Panasonic,691162052669247492,neutral,"めっちゃいい試合やなー。
パナ勝ちや〜と思いきや東芝が決死のトライ‼︎
キックで逆転優勝⁈
わぁー外してしまった´д` ;
パナ三連覇おめでとう。"
1186168,Panasonic,691162774169190400,positive,凄い試合展開(･･;) 最後までドキドキさせられ、ドッと疲れたーー…でも楽しかった！パナ、おめでとー！
1187909,Panasonic,691194215619907584,neutral,ナビの地図、前回はDVDでもよくあるプラスチック樹脂のケースだったのに今回は段ボール。エコなのかパナソニックの台所事情なのか。
1183474,Panasonic,691152227839291392,neutral,"パナソニック対東芝1点差😳
すごい試合！観に行きたかった！！"
1186205,Panasonic,691163664263434240,neutral,パナ今年入ってから苦しいなあ
